gfx,cu_num,M,N,K,bias,dtype,outdtype,scaleAB,bpreshuffle,libtype,solidx,splitK,us,kernelName,err_ratio,tflops,bw
gfx950,256,64,192,1024,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,90,1,3.7298,flydsl_hgemm_abf16_wbf16_bf16_t16x16x256x4_ks1_w1x1x2_bias0_ktail0_gm0_pft_gfx950,0.0019,6.75,147.16
gfx950,256,1,1280,8192,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,492,8,7.2563,flydsl_hgemm_abf16_wbf16_bf16_t16x64x128x5_ks8_w1x2x1_bias0_ktail0_gm0_pft_gfx950,0.0188,2.89,2892.72
gfx950,256,16,1280,8192,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,474,8,7.8529,flydsl_hgemm_abf16_wbf16_bf16_t16x64x128x4_ks8_w1x4x1_bias0_ktail0_gm0_pft_gfx950,0.0207,42.73,2709.14
gfx950,256,32,1280,8192,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,2177,8,8.6337,flydsl_hgemm_abf16_wbf16_bf16_t32x64x64x7_ks8_w2x2x1_bias0_ktail0_gm0_pft_gfx950,0.022,77.73,2499.24
gfx950,256,64,1280,8192,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,4348,8,10.2086,flydsl_hgemm_abf16_wbf16_bf16_t64x64x64x5_ks8_w2x4x1_bias0_ktail0_gm0_pft_gfx950,0.0219,131.48,2173.06
gfx950,256,128,1280,8192,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,3003,4,13.621,flydsl_hgemm_abf16_wbf16_bf16_t48x64x128x4_ks4_w1x4x1_bias0_ktail0_gm0_pft_gfx950,0.014,197.07,1717.67
gfx950,256,256,1280,8192,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,4684,4,18.5913,flydsl_hgemm_abf16_wbf16_bf16_t96x64x64x4_ks4_w2x1x2_bias0_ktail0_gm0_pft_gfx950,0.0213,288.78,1388.89
gfx950,256,512,1280,8192,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,25.7602,native,0.0,416.82,1190.63
gfx950,256,1024,1280,8192,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,37.6285,native,0.0,570.71,1072.86
gfx950,256,2048,1280,8192,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,64.4464,native,0.0,666.44,927.42
gfx950,256,4096,1280,8192,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,94.5345,native,0.0,908.66,1042.65
gfx950,256,8192,1280,8192,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,144.7397,native,0.0,1186.95,1217.09
gfx950,256,16384,1280,8192,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,272.9168,native,0.0,1258.98,1214.11
gfx950,256,32768,1280,8192,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,83,1,511.6284,flydsl_hgemm_abf16_wbf16_bf16_t256x256x64x2_ks1_w2x4x1_bias0_ktail0_gm4_pht_gfx950,0.0,1343.15,1254.29
gfx950,256,1,2560,8192,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,71,8,10.7609,flydsl_hgemm_abf16_wbf16_bf16_t16x128x64x6_ks8_w1x2x1_bias0_ktail0_gm0_pft_gfx950,0.0238,3.9,3899.72
gfx950,256,16,2560,8192,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,677,8,10.9104,flydsl_hgemm_abf16_wbf16_bf16_t16x96x64x5_ks8_w1x2x1_bias0_ktail0_gm0_pft_gfx950,0.0217,61.51,3875.85
gfx950,256,32,2560,8192,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,2147,8,11.7798,flydsl_hgemm_abf16_wbf16_bf16_t32x96x64x5_ks8_w2x2x1_bias0_ktail0_gm0_pft_gfx950,0.0219,113.94,3619.01
gfx950,256,64,2560,8192,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,4251,8,14.5659,flydsl_hgemm_abf16_wbf16_bf16_t64x96x64x6_ks8_w2x2x1_bias0_ktail0_gm0_pft_gfx950,0.022,184.29,2974.02
gfx950,256,128,2560,8192,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,3441,2,19.8822,flydsl_hgemm_abf16_wbf16_bf16_t64x32x64x6_ks2_w2x1x1_bias0_ktail0_gm0_pft_gfx950,0.006,270.03,2248.02
gfx950,256,256,2560,8192,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,3707,4,27.4406,flydsl_hgemm_abf16_wbf16_bf16_t96x64x64x4_ks4_w2x2x1_bias0_ktail0_gm0_pft_gfx950,0.0139,391.3,1729.12
gfx950,256,512,2560,8192,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,39.0996,native,0.0,549.23,1354.31
gfx950,256,1024,2560,8192,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,59.8065,native,0.0,718.14,1069.5
gfx950,256,2048,2560,8192,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,92.0745,native,0.0,932.93,933.84
