gfx,cu_num,token,model_dim,inter_dim,expert,topk,act_type,dtype,q_dtype_a,q_dtype_w,q_type,use_g1u1,doweight_stage1,block_m,ksplit,us1,kernelName1,err1,us2,kernelName2,err2,us,run_1stage,xbf16,flat,tflops,bw,_tag
gfx950,256,1,3584,512,896,16,ActivationType.Situv2,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,10.3016,flydsl_moe1_afp8_wfp4_bf16_t32x64x256_gui_kw2_fp8,0.0%,8.087,flydsl_moe2_layout_afp8_wfp4_bf16_t32x128x256_atomic_sbm32,0.0%,18.3886,0,0,0,9.58,268237.51,
gfx950,256,2,3584,512,896,16,ActivationType.Situv2,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,14.296,flydsl_moe1_afp8_wfp4_bf16_t32x64x256_w3_gui_kw2_fp8,0.0%,12.1925,flydsl_moe2_layout_afp8_wfp4_bf16_t32x256x256_atomic_nt_sbm32,0.0%,26.4885,0,0,0,13.3,186213.75,
gfx950,256,3,3584,512,896,16,ActivationType.Situv2,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,17.8106,flydsl_moe1_afp8_wfp4_bf16_t32x64x256_w3_gui_kw2_fp8,5.3%,14.9249,flydsl_moe2_afp8_wfp4_bf16_t32x256x256_reduce_persist,0.0%,32.7355,0,0,0,16.14,150678.43,
gfx950,256,4,3584,512,896,16,ActivationType.Situv2,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,22.9188,flydsl_moe1_afp8_wfp4_bf16_t32x64x256_w4_gui_fp8,0.0%,17.5778,flydsl_moe2_layout_afp8_wfp4_bf16_t32x128x128_reduce_nt_sbm32,0.0%,40.4966,0,0,0,17.4,121801.45,
gfx950,256,8,3584,512,896,16,ActivationType.Situv2,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,40.835,flydsl_moe1_afp8_wfp4_bf16_t32x64x256_w3_gui_kw2_fp8,5.2%,27.3665,flydsl_moe2_afp8_wfp4_bf16_t32x256x256_reduce_xcd4_persist,0.0%,68.2015,0,0,0,20.66,72323.74,
gfx950,256,16,3584,512,896,16,ActivationType.Situv2,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,73.0593,flydsl_moe1_afp8_wfp4_bf16_t32x128x256_w4_gui_xcd4_fp8,0.0%,44.5575,opus_moe2_afp8_wfp4_atomic_t32x128x256_sbm32_occ1_cache_b3_ws2,0.0%,117.6168,0,0,0,23.96,41938.51,
gfx950,256,32,3584,512,896,16,ActivationType.Situv2,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,121.4951,flydsl_moe1_afp8_wfp4_bf16_t32x128x256_w4_gui_fp8,0.0%,67.8899,opus_moe2_afp8_wfp4_atomic_t32x128x256_sbm32_occ1_cache_b2_ws2,0.0%,189.3850,0,0,0,29.77,26046.65,
gfx950,256,64,3584,512,896,16,ActivationType.Situv2,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,182.7216,flydsl_moe1_afp8_wfp4_bf16_t32x128x256_w3_gui_fp8,0.0%,99.6321,opus_moe2_afp8_wfp4_atomic_t32x128x256_sbm32_occ1_cache_b3_ws2,0.0%,282.3537,0,0,0,39.93,17471.67,
gfx950,256,128,3584,512,896,16,ActivationType.Situv2,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,241.1613,flydsl_moe1_afp8_wfp4_bf16_t32x128x256_w3_gui_fp8,0.0%,127.3298,opus_moe2_afp8_wfp4_atomic_t32x128x256_sbm32_occ1_cache_b2_ws2,0.0%,368.4911,0,0,0,61.19,13389.41,
gfx950,256,256,3584,512,896,16,ActivationType.Situv2,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,266.4378,flydsl_moe1_afp8_wfp4_bf16_t32x128x256_w3_gui_fp8,0.0%,146.0025,opus_moe2_afp8_wfp4_atomic_t32x128x256_sbm32_occ1_cache_b3_ws2,0.0%,412.4403,0,0,0,109.34,11965.99,
gfx950,256,512,3584,512,896,16,ActivationType.Situv2,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,262.5522,flydsl_moe1_afp8_wfp4_bf16_t32x128x256_w3_gui_fp8,0.0%,155.7087,flydsl_moe2_layout_afp8_wfp4_bf16_t32x128x128_atomic_nt_sbm32,0.0%,418.2609,0,0,0,215.64,11806.04,
gfx950,256,1024,3584,512,896,16,ActivationType.Situv2,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,264.6846,flydsl_moe1_afp8_wfp4_bf16_t32x128x256_w3_gui_fp8,0.0%,168.5518,flydsl_moe2_layout_afp8_wfp4_bf16_t32x128x128_atomic_nt_sbm32,0.0%,433.2364,0,0,0,416.37,11410.66,
gfx950,256,2048,3584,512,896,16,ActivationType.Situv2,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,304.1745,flydsl_moe1_afp8_wfp4_bf16_t64x128x256_w2_gui_fp8,0.0%,220.7055,opus_moe2_layout_afp8_wfp4_fp8_t64x256x256_sbm64_cache_b3_rbn3072,0.1%,524.88,0,0,0,687.35,9439.34,
gfx950,256,4096,3584,512,896,16,ActivationType.Situv2,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,436.868,opus_moe1_afp8_wfp4_bf16_t128x256_gs_qgb2_fp8,0.9%,379.3545,opus_moe2_afp8_wfp4_fp8_t64x256x256_sbm128_rbn3072,0.1%,816.2225,0,0,0,884.02,6097.04,
gfx950,256,8192,3584,512,896,16,ActivationType.Situv2,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,695.9136,flydsl_moe1_afp8_wfp4_bf16_t64x128x256_w3_bnt0_gui_fp8,0.0%,579.0325,opus_moe2_layout_afp8_wfp4_fp8_t64x256x256_sbm64_rbn3584,0.1%,1274.9461,0,0,0,1131.9,3937.88,
gfx950,256,16384,3584,512,896,16,ActivationType.Situv2,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,1168.6091,opus_moe1_afp8_wfp4_bf16_t64x256_gs_qgb4_fp8,0.9%,1057.2581,opus_moe2_afp8_wfp4_fp8_t64x256x256_sbm64_rbn3584,0.1%,2225.8672,0,0,0,1296.67,2295.13,
gfx950,256,32768,3584,512,896,16,ActivationType.Situv2,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,1891.1926,flydsl_moe1_afp8_wfp4_bf16_t128x256x256_w2_bnt0_gui_fp8,0.0%,2508.4079,flydsl_moe2_layout_afp8_wfp4_bf16_t64x256x256_reduce_sbm128,0.0%,4399.6005,0,0,0,1312.04,1201.21,
gfx950,256,1,3584,384,896,16,ActivationType.Situv2,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,10.1034,flydsl_moe1_afp8_wfp4_bf16_t32x64x256_gui_kw2_fp8,0.0%,7.6313,flydsl_moe2_layout_afp8_wfp4_bf16_t32x128x128_atomic_nt_sbm32,0.0%,17.7347,0,0,0,7.45,208595.97,
