gfx,cu_num,M,N,K,bias,dtype,outdtype,scaleAB,bpreshuffle,libtype,solidx,splitK,us,kernelName,err_ratio,tflops,bw
gfx950,256,1,64,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,35,8,4.1287,flydsl_hgemm_abf16_wbf16_bf16_t16x16x128x7_ks8_w1x1x1_bias0_ktail0_gm0_pft_gfx950,0.0,0.22,225.73
gfx950,256,2,64,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,46,7,4.3742,flydsl_hgemm_abf16_wbf16_bf16_t16x16x128x9_ks7_w1x1x1_bias0_ktail0_gm0_pft_gfx950,0.0,0.42,216.37
gfx950,256,4,64,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,40,7,4.2934,flydsl_hgemm_abf16_wbf16_bf16_t16x16x128x8_ks7_w1x1x1_bias0_ktail0_gm0_pft_gfx950,0.0156,0.85,227.18
gfx950,256,8,64,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,46,7,4.3015,flydsl_hgemm_abf16_wbf16_bf16_t16x16x128x9_ks7_w1x1x1_bias0_ktail0_gm0_pft_gfx950,0.0137,1.71,240.2
gfx950,256,16,64,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,41,8,4.215,flydsl_hgemm_abf16_wbf16_bf16_t16x16x128x8_ks8_w1x1x1_bias0_ktail0_gm0_pft_gfx950,0.0244,3.48,272.58
gfx950,256,32,64,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,41,8,4.5083,flydsl_hgemm_abf16_wbf16_bf16_t16x16x128x8_ks8_w1x1x1_bias0_ktail0_gm0_pft_gfx950,0.022,6.51,306.18
gfx950,256,48,64,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,166,8,4.6859,flydsl_hgemm_abf16_wbf16_bf16_t16x32x128x4_ks8_w1x2x1_bias0_ktail0_gm0_pft_gfx950,0.0221,9.4,343.96
gfx950,256,64,64,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,394,8,4.9567,flydsl_hgemm_abf16_wbf16_bf16_t16x32x64x8_ks8_w1x2x1_bias0_ktail0_gm0_pft_gfx950,0.0234,11.85,371.86
gfx950,256,80,64,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,2410,8,5.0455,flydsl_hgemm_abf16_wbf16_bf16_t32x32x64x8_ks8_w2x2x1_bias0_ktail0_gm0_pft_gfx950,0.0201,14.55,411.18
gfx950,256,96,64,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,874,8,5.2588,flydsl_hgemm_abf16_wbf16_bf16_t16x32x128x5_ks8_w1x2x1_bias0_ktail0_gm0_pft_gfx950,0.0226,16.75,438.51
