gfx,cu_num,M,N,K,bias,dtype,outdtype,scaleAB,bpreshuffle,libtype,solidx,splitK,us,kernelName,err_ratio,tflops,bw
gfx950,256,8,16,2048,False,torch.bfloat16,torch.bfloat16,False,False,skinny,2,0,3.8786,sol2,0.0,0.14,25.41
gfx950,256,196,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,98.8649,native,0.0,769.16,4094.8
gfx950,256,198,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,101.8476,native,0.0,754.25,3976.57
gfx950,256,203,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,99.946,native,0.0,788.01,4056.53
gfx950,256,204,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,99.2666,native,0.0,797.31,4085.16
gfx950,256,208,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,100.2706,native,0.0,804.81,4047.69
gfx950,256,217,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,102.1571,native,0.0,824.12,3980.52
gfx950,256,223,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,103.1272,native,0.0,838.94,3948.08
gfx950,256,242,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,107.5849,native,0.0,872.7,3799.69
gfx950,256,450,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,173.1332,native,0.0,1008.4,2464.46
gfx950,256,451,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,173.1725,native,0.0,1010.41,2464.4
gfx950,256,454,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,174.3899,native,0.0,1010.03,2448.68
gfx950,256,465,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,174.9116,native,0.0,1031.42,2446.78
gfx950,256,472,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,178.496,native,0.0,1025.92,2401.02
gfx950,256,475,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,176.5478,native,0.0,1043.84,2428.98
gfx950,256,484,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,189.0678,native,0.0,993.18,2272.23
gfx950,256,491,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,192.4852,native,0.0,989.66,2235.01
gfx950,256,497,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,193.182,native,0.0,998.14,2229.62
gfx950,256,498,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,196.8276,native,0.0,981.62,2188.76
gfx950,256,499,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,191.3345,native,0.0,1011.83,2252.05
gfx950,256,500,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,192.9984,native,0.0,1005.12,2233.08
gfx950,256,504,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,193.0303,native,0.0,1012.99,2234.49
gfx950,256,506,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,191.5912,native,0.0,1024.65,2252.18
gfx950,256,510,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,198.1217,native,0.0,998.71,2179.68
gfx950,256,511,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,194.9595,native,0.0,1016.9,2215.47
gfx950,256,512,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,190.1071,native,0.0,1044.9,2272.47
gfx950,256,535,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,197.0949,native,0.0,1053.13,2201.94
gfx950,256,541,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,194.9863,native,0.0,1076.45,2228.4
gfx950,256,543,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,197.2505,native,0.0,1068.03,2203.69
gfx950,256,549,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,202.0451,native,0.0,1054.21,2153.95
gfx950,256,552,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,202.2522,native,0.0,1058.88,2153.02
gfx950,256,555,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,198.4694,native,0.0,1084.93,2195.36
gfx950,256,557,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,198.9533,native,0.0,1086.19,2190.89
gfx950,256,562,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,202.925,native,0.0,1074.49,2150.12
gfx950,256,568,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,198.2273,native,0.0,1111.7,2203.68
gfx950,256,570,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,198.5394,native,0.0,1113.86,2201.09
gfx950,256,571,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,199.9142,native,0.0,1108.14,2186.38
gfx950,256,573,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,204.8991,native,0.0,1084.97,2134.03
gfx950,256,574,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,200.4664,native,0.0,1110.89,2181.64
gfx950,256,593,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,220.4235,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1043.75,1991.53
gfx950,256,594,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,222.4923,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1035.79,1973.4
gfx950,256,603,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,218.3088,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1071.64,2014.76
gfx950,256,630,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,222.7632,native,0.0,1097.23,1984.9
gfx950,256,646,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,223.3759,native,0.0,1122.01,1985.62
gfx950,256,654,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,223.2083,native,0.0,1136.76,1990.19
gfx950,256,671,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,224.1078,native,0.0,1161.63,1988.73
gfx950,256,718,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,231.0899,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1205.44,1946.14
gfx950,256,961,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,328.1985,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1136.03,1433.99
gfx950,256,972,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,327.9232,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1149.99,1438.08
gfx950,256,989,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,330.817,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1159.87,1429.92
gfx950,256,997,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,327.7604,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1180.16,1445.36
gfx950,256,998,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,329.4208,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1175.39,1438.33
